centract2020,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022
36081008600,0,0,0,1,1,1,11,0,0,0,2,0,0
36081008500,-6,-1,0,1,-4,-2,-2,1,-8,-1,0,-3,0
36081008300,143,0,3,3,15,-2,39,9,0,0,32,56,-3
36081008100,85,0,0,75,0,80,0,25,102,8,0,30,534
36081007900,0,33,65,-2,-1,17,50,18,52,80,10,52,33
36081007700,-1,32,6,-1,214,0,21,1,104,-3,-1,8,23
36081007500,-2,16,-2,16,2,29,21,10,0,-2,-5,23,135
36081007300,93,11,19,20,20,-3,10,68,-6,-11,0,66,61
36081007100,40,70,14,31,3,-1,8,-5,7,62,23,17,26
36081006900,79,24,42,32,14,22,104,66,48,20,21,41,16
36081006502,76,9,18,10,38,-1,22,14,20,0,28,-1,0
36081006501,2,12,0,-1,1,0,0,-2,23,14,-2,22,23
36081006300,22,41,3,3,8,3,-5,11,17,-3,34,10,17
36081006202,3,0,-3,-2,0,1,0,0,0,1,0,-1,0
36081006201,0,0,0,0,6,0,0,0,0,1,0,0,0
36081006100,175,11,96,-3,5,17,127,26,4,9,47,0,3
36081005900,13,2,-1,5,-2,8,0,-5,3,14,0,2,-3
36081005800,0,-1,0,0,0,2,1,1,0,0,0,0,0
36081005700,1,0,0,1,-4,0,33,2,0,64,0,0,0
36081005500,-1,0,-2,0,0,0,0,0,179,43,0,77,96
36081005400,2,0,0,0,0,2,0,0,1,0,0,0,2
36081005300,23,63,0,15,-1,-1,3,8,63,-5,0,21,1
36081005200,0,6,0,0,1,0,0,4,6,7,0,0,4
36081005100,0,27,0,-1,78,-3,-4,0,31,63,-2,-4,266
36081005000,0,0,0,0,0,0,0,0,0,0,0,0,0
36081004700,1,2,0,1,0,0,1,-1,0,0,0,0,0
36081004500,1,0,0,4,0,0,0,0,0,0,35,0,1
36081004401,5,5,0,0,0,1,1,2,0,0,0,0,0
36081004300,0,0,-1,17,-2,0,-3,0,0,0,0,0,0
36081004200,0,-1,1,8,1,0,1,0,1,1,0,20,0
36081004002,0,-2,0,-2,1,4,-1,0,0,0,4,0,-4
36081004001,0,0,0,0,-1,0,4,0,4,0,0,-1,-2
36081003900,-2,0,0,0,0,0,0,2,0,0,3,3,0
36081003800,1,5,-1,0,0,0,0,1,0,-5,-2,4,0
36081003700,0,0,0,0,0,0,0,0,0,0,0,0,0
36081003600,0,0,4,3,0,6,1,0,0,0,1,0,1
36081003400,0,0,-2,1,1,1,1,0,0,3,0,0,1
36081003302,0,0,1,1,-1,0,0,57,37,39,0,1,-1
36081003301,0,83,-8,220,87,429,340,164,757,90,0,990,30
36081003200,5,1,0,0,0,0,1,0,0,0,2,0,0
36081003100,0,-1,2,-8,7,-2,-3,448,21,14,46,121,7
36081003000,0,0,0,1,0,0,1,1,1,1,2,0,0
36081002800,9,0,0,0,0,0,0,0,2,0,0,1,-2
36081002600,0,6,1,0,0,0,0,1,0,0,0,1,0
36081002500,0,0,0,0,0,0,0,0,0,0,0,0,0
36081002400,0,0,0,0,0,0,0,0,0,0,0,0,0
36081002200,0,0,0,0,1,0,0,1,0,0,0,1,0
36081002000,0,1,0,0,1,0,0,0,0,0,0,0,0
36081001903,75,0,0,709,-2,-3,470,0,34,111,31,832,0
36081001902,8,-1,0,182,118,22,409,2655,2130,494,-4,123,-14
36081001901,0,0,0,0,188,-12,175,0,0,180,38,1276,34
36081001800,3,0,0,-1,0,2,0,0,0,0,0,1,0
36081001600,0,0,0,0,1,1,0,0,1,0,0,0,0
36081001400,-1,0,2,3,1,2,0,0,0,0,0,0,0
36081001200,1,0,0,0,0,0,0,1,0,0,1,0,1
36081001000,0,1,0,1,0,0,0,1,-2,1,0,0,0
36081000800,0,0,0,0,0,0,-3,0,0,0,7,0,0
36081000702,9,7,58,183,59,20,138,76,56,218,97,107,15
36081000701,89,77,0,46,-2,0,21,6,206,45,8,-6,98
36081000600,-1,10,0,0,0,0,0,1,0,0,0,0,1
36081000400,-1,3,0,0,0,4,-2,1,4,-18,0,0,5
36081000200,0,0,0,-1,0,0,0,0,0,-1,0,0,0
36081000104,0,0,0,0,0,0,0,0,0,0,0,0,0
36081000103,0,0,0,0,0,0,0,0,0,0,0,0,0
36081000102,0,0,712,820,584,0,0,0,0,0,0,0,0
36081000101,0,83,0,199,0,925,0,0,0,10,0,1194,1132
36047152200,0,0,0,0,0,-3,0,0,58,-3,10,0,0
36047150200,0,3,0,0,-2,0,-2,2,1,8,27,13,17
36047123700,16,54,4,53,23,-3,45,83,13,48,123,137,80
36047122000,0,-1,9,1,3,7,33,0,13,5,2,234,11
36047121400,0,0,0,0,0,0,0,0,0,0,0,0,0
36047121000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047120803,11,196,0,0,-5,6,0,0,0,0,0,-1,0
36047120802,0,0,0,0,0,0,0,0,0,0,0,0,0
36047120801,7,1,1,0,0,-1,0,0,1,0,0,2,0
36047120200,0,0,0,0,0,0,0,0,0,0,0,1,0
36047120000,2,0,0,128,0,0,0,0,0,-1,0,0,0
36047119800,-1,0,-1,-1,1,-2,-2,1,-10,-6,5,218,68
36047119600,44,7,0,-1,-2,1,-2,3,2,1,41,0,0
36047119400,2,2,0,0,0,2,0,0,0,1,6,2,0
36047119200,49,2,0,5,-6,6,0,2,0,-1,88,4,11
36047119000,1,0,5,-6,0,0,-2,-2,0,0,0,0,4
36047118800,1,0,1,1,-2,0,-3,0,0,0,0,2,0
36047118600,1,8,0,0,0,0,0,-2,0,-2,2,7,-1
36047118400,0,-1,-3,1,0,0,0,1,0,0,1,1,1
36047118202,0,0,0,0,0,0,0,2,12,0,0,0,0
36047118201,6,1,0,-1,1,0,0,0,0,0,0,0,0
36047118000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047117800,0,0,0,0,1,0,0,0,0,0,0,0,274
36047117602,1,0,0,1,0,0,0,9,1,-1,-2,0,0
36047117601,0,0,0,0,0,0,0,0,0,0,0,0,0
36047117400,0,1,-1,0,0,0,0,6,0,0,1,-2,0
36047117202,-1,0,0,0,0,0,3,0,1,0,0,0,-2
36047117201,0,0,0,0,0,0,0,0,0,0,0,0,0
36047117000,0,1,0,6,0,0,0,0,-2,13,1,0,0
36047116800,4,0,0,0,0,3,0,0,9,-6,108,20,0
36047116600,4,0,0,2,-2,0,3,1,60,4,32,34,7
36047116400,0,0,2,2,12,0,5,2,0,0,1,6,3
36047116200,0,1,0,0,0,0,3,0,0,0,0,2,2
36047116000,1,0,-1,0,8,0,0,0,0,1,-4,7,0
36047115800,0,1,0,-2,1,0,0,24,1,3,2,8,11
36047115600,1,0,3,0,0,0,-1,0,0,-2,0,1,5
36047115200,12,-1,0,0,0,9,0,8,-2,0,0,7,16
36047115000,10,2,11,0,11,0,0,0,0,15,0,0,0
36047114600,0,0,6,13,3,-1,2,0,-2,-1,0,10,-4
36047114400,2,0,-2,2,0,0,0,-5,-1,-2,0,1,0
36047114202,0,0,0,0,0,0,0,0,0,-1,0,0,0
36047114201,0,0,2,4,2,0,0,54,0,0,4,0,0
36047113400,0,96,0,0,0,0,0,0,0,0,0,12,-2
36047113200,0,0,0,0,4,3,0,0,0,184,174,28,18
36047113000,0,0,0,0,0,54,90,0,0,68,0,0,73
36047112800,6,3,0,0,0,0,0,1,5,0,20,1,3
36047112600,0,0,79,0,0,52,84,0,0,7,2,1,-2
36047112400,88,2,11,0,0,0,0,16,0,2,0,0,0
36047112200,2,27,2,0,0,53,8,0,0,0,0,2,2
36047112000,2,0,-1,-1,0,0,-1,0,1,1,-2,2,0
36047111800,-2,0,0,2,2,3,4,0,0,1,0,0,0
36047111600,0,2,0,2,-1,1,1,1,-1,0,0,6,0
36047111000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047110600,0,0,0,0,0,81,0,240,0,0,0,0,0
36047110400,0,0,0,-2,0,8,2,0,0,0,0,0,0
36047109800,0,12,4,0,0,2,8,0,0,0,0,37,0
36047107800,0,0,0,0,1,0,0,0,0,0,1,0,0
36047107003,0,0,0,0,0,0,0,0,0,0,0,0,0
36047107002,0,0,0,0,0,0,0,0,0,0,0,0,0
36047107001,159,18,197,66,0,175,171,197,25,245,741,662,0
36047105804,0,0,0,0,0,0,174,0,0,0,0,0,0
36047105801,0,0,0,0,0,0,0,0,0,0,0,0,0
36047103402,0,0,0,0,0,0,0,0,0,0,0,0,0
36047103401,0,0,0,0,0,0,0,0,0,0,0,0,0
36047102802,0,0,0,0,0,0,0,0,0,0,0,0,0
36047102801,0,0,0,2,-1,1,0,0,0,0,6,0,0
36047102600,0,0,1,0,0,0,0,0,0,0,0,0,0
36047102400,0,0,0,0,2,0,0,0,0,0,0,0,0
36047102200,1,0,0,0,0,0,-1,0,4,0,0,0,0
36047102000,0,0,6,0,0,0,0,0,0,0,0,0,0
36047101800,0,0,0,0,0,0,0,0,0,0,0,0,-1
36047101600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047101400,0,0,0,0,0,0,0,0,0,0,0,0,0
36047101200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047101000,5,0,0,0,2,0,0,0,0,0,0,0,0
36047100800,0,0,0,0,0,0,0,0,0,0,0,1,0
36047100600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047100400,0,0,0,0,0,0,0,0,0,0,0,0,0
36047099800,0,0,0,1,0,0,0,0,0,0,0,0,0
36047099600,18,0,-1,2,2,2,0,0,4,0,0,0,0
36047099400,0,0,-2,-1,0,0,24,-1,1,0,0,1,0
36047099200,0,0,1,0,0,0,0,0,0,0,0,0,-1
36047099000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047098800,0,0,1,0,-2,0,0,1,0,0,0,0,0
36047098600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047098400,0,0,6,0,0,0,4,0,0,0,0,0,0
36047098200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047097400,0,20,0,0,0,0,1,1,2,1,-2,0,0
36047097000,0,0,0,0,2,0,0,4,0,0,0,0,0
36047096800,-2,0,0,1,0,0,0,3,0,0,0,0,0
36047096600,0,10,0,0,0,0,0,1,0,0,0,0,0
36047096400,0,0,0,0,2,0,0,0,-6,0,0,2,-2
36047096200,0,1,0,0,0,0,0,0,0,2,0,0,2
36047096000,0,0,0,0,0,0,0,0,-1,0,0,0,0
36047095800,0,0,4,0,27,4,0,0,0,3,0,0,0
36047095600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047095400,0,0,0,0,0,0,2,0,0,0,0,0,0
36047095000,-1,4,37,0,2,0,-1,0,24,0,0,0,0
36047094600,0,1,0,0,0,0,0,0,0,0,0,0,1
36047094402,0,0,0,0,0,0,0,0,0,0,0,0,0
36047094401,0,0,0,0,0,0,0,1,1,0,0,0,0
36047093800,0,0,0,0,-1,0,0,0,0,0,0,0,0
36047093600,0,2,0,0,0,0,0,0,0,1,0,-1,0
36047093400,0,0,0,0,0,0,0,0,0,1,0,0,0
36047093200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047093000,2,0,1,0,1,0,0,0,0,0,0,0,0
36047092800,0,8,0,0,0,0,0,1,0,0,0,0,1
36047092400,0,-2,0,0,3,0,0,0,6,-2,0,0,174
36047092200,0,0,0,1,0,0,0,0,0,0,69,0,0
36047092000,104,2,0,-13,-12,0,2,0,0,0,0,327,0
36047091800,0,1,0,0,0,0,0,0,0,0,-1,10,0
36047091600,54,3,6,115,66,0,0,0,0,0,0,0,174
36047091200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047091000,0,0,0,0,-3,0,0,101,0,0,0,180,0
36047090800,0,0,0,-1,0,0,0,161,0,0,0,0,8
36047090600,0,3,0,-1,-2,0,0,0,0,0,0,0,22
36047090200,0,0,1,0,0,0,5,0,0,0,-1,12,7
36047090000,0,4,6,0,0,0,2,0,-1,10,0,0,3
36047089800,3,0,0,0,0,2,0,0,0,1,0,1,15
36047089600,0,6,161,0,0,0,0,0,0,-1,0,6,160
36047089400,0,-1,0,1,0,0,-1,0,0,8,129,0,0
36047089200,0,0,4,0,0,0,0,0,0,0,0,0,10
36047089000,6,0,0,0,0,0,0,0,0,0,0,9,0
36047088800,0,0,-2,0,0,0,0,0,0,0,0,0,0
36047088600,1,0,0,0,0,0,0,0,2,0,0,1,0
36047088400,0,0,0,0,0,0,0,0,0,0,6,0,0
36047088200,0,0,0,1,0,-1,0,0,0,0,0,0,1
36047088002,0,0,-1,0,0,0,0,44,0,-2,0,0,14
36047088001,1,0,0,0,0,0,0,1,66,0,0,-5,-4
36047087800,-1,0,0,0,1,0,0,5,0,0,2,0,0
36047087600,0,0,91,-1,1,0,16,0,0,100,0,5,0
36047087401,13,-1,-2,0,0,-5,-2,12,6,1,13,16,11
36047087200,0,1,0,0,0,1,0,0,1,0,0,0,0
36047087000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047086800,0,0,0,0,0,0,0,0,-1,0,0,0,0
36047086600,4,3,0,0,0,0,3,0,0,0,10,5,0
36047086400,3,0,0,15,0,0,0,2,0,0,0,0,-1
36047086200,0,0,10,0,0,0,0,0,0,0,7,0,0
36047086000,7,1,0,0,0,0,0,0,0,0,0,0,0
36047085800,14,1,0,-1,3,0,0,0,0,0,0,0,0
36047085600,2,2,0,0,0,0,0,-2,0,0,0,2,0
36047085400,0,8,0,1,0,0,0,0,0,-1,0,0,0
36047085200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047085000,14,0,0,0,0,0,1,0,0,0,0,0,0
36047084800,1,0,0,0,0,0,0,0,0,0,0,0,0
36047084600,0,0,0,0,-1,0,0,0,4,0,0,0,0
36047084000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047083800,0,0,0,0,0,0,0,0,2,1,0,0,0
36047083600,0,0,1,0,1,0,0,0,0,0,0,0,0
36047083400,0,1,0,0,0,0,0,0,0,0,0,0,0
36047083200,0,0,0,0,0,0,0,0,0,-5,44,0,0
36047083000,0,1,0,0,-1,-1,0,0,-7,44,41,30,7
36047082800,0,0,0,10,0,0,1,16,-5,4,42,9,6
36047082600,0,1,0,0,0,4,0,2,-3,9,29,-2,13
36047082400,0,0,-1,0,-2,-2,-6,30,19,92,16,337,99
36047082200,0,0,7,-2,-4,-5,-4,80,63,524,87,70,203
36047082000,-1,0,0,1,-4,60,1,60,65,115,38,0,0
36047081800,35,0,0,0,0,-4,-5,-3,243,27,289,-3,155
36047081600,-1,0,0,0,0,0,0,0,0,-1,0,0,0
36047081400,0,0,3,0,0,3,0,0,0,2,0,0,-2
36047081000,0,24,0,0,8,7,90,1,0,2,20,49,6
36047080800,0,0,0,209,0,0,293,0,0,0,0,0,0
36047080600,-2,8,-1,-4,8,11,19,13,43,27,17,7,29
36047080400,0,0,0,0,0,8,85,-7,0,15,39,43,-2
36047080200,-1,-2,1,6,6,-2,37,16,47,29,43,1,10
36047080000,5,0,0,-1,22,-1,12,-2,5,6,0,8,7
36047079802,0,0,20,2,0,0,254,0,7,5,8,5,0
36047079801,0,0,0,0,0,0,0,0,0,0,0,-1,1
36047079602,0,29,0,-9,-1,-4,-3,69,0,-2,31,167,100
36047079601,20,0,0,0,0,-2,0,0,38,-2,51,1,0
36047079400,0,0,0,3,49,65,0,-2,42,-1,18,6,27
36047079202,0,0,0,0,-1,8,0,8,0,57,9,53,0
36047079201,0,2,0,0,0,0,1,0,0,28,0,25,23
36047079002,0,2,-1,0,-1,0,0,0,0,2,23,8,34
36047079001,0,0,0,3,0,0,0,1,-2,-3,19,26,0
36047078802,0,0,0,0,0,0,0,0,0,-3,1,95,53
36047078801,0,0,0,0,0,0,-3,0,0,36,123,20,-9
36047078602,2,0,0,0,0,-1,-2,-10,16,62,16,71,12
36047078601,0,0,0,0,0,0,-2,-2,4,0,16,16,-5
36047078400,0,0,0,0,0,0,-3,-7,9,55,24,41,88
36047078200,0,0,0,0,0,-3,0,-1,-1,-2,7,16,70
36047078000,0,0,0,0,0,0,1,0,0,0,0,0,0
36047077600,28,0,0,0,0,0,0,0,0,-3,0,0,0
36047077400,0,45,0,-1,0,0,0,-6,0,-1,0,0,6
36047077200,-1,-1,-1,-2,0,0,0,0,1,1,-4,1,0
36047077000,213,3,0,0,2,0,0,0,0,-2,25,0,45
36047076800,-1,0,-1,0,0,-2,-2,56,-12,314,3,-3,0
36047076600,0,0,0,-1,-2,0,0,22,0,0,0,0,0
36047076400,0,65,0,2,0,0,26,116,0,0,0,0,2
36047076200,0,0,0,0,0,0,-2,8,-24,1,0,0,-1
36047076000,1,0,0,0,0,0,0,0,-4,0,0,49,0
36047075800,1,-1,0,0,0,0,0,0,0,86,0,0,1
36047075600,0,0,-2,-2,-1,0,0,0,0,0,0,-1,0
36047075400,0,0,1,0,0,-2,-1,0,-1,0,0,-1,-1
36047075200,1,0,1,0,0,-1,0,-2,0,0,-2,0,0
36047075000,2,0,-2,-1,0,-2,0,-4,0,3,-1,0,0
36047074800,0,1,-1,-1,-4,0,0,0,0,-1,0,0,0
36047074600,0,0,0,0,0,0,0,0,-1,0,-3,-1,-2
36047074400,1,-1,-2,-1,0,-4,-1,-1,1,0,1,-1,0
36047074200,0,0,0,0,-3,2,-2,0,0,0,-1,0,-1
36047074000,0,-1,0,0,0,0,-2,0,0,2,0,0,0
36047073800,0,1,0,0,1,0,0,0,0,0,0,0,1
36047073600,-1,1,0,0,0,0,0,0,0,1,1,0,1
36047073400,-1,3,0,-2,0,0,0,0,0,0,0,0,0
36047073200,1,0,3,0,0,0,0,0,0,0,0,1,0
36047073000,0,0,0,1,0,0,0,0,1,0,0,0,0
36047072800,0,0,0,0,0,0,0,0,0,0,0,0,0
36047072600,0,0,0,0,0,1,0,1,0,1,0,0,0
36047072400,0,0,0,0,0,0,0,0,0,0,0,0,0
36047072200,1,0,0,2,1,0,0,0,0,0,0,0,0
36047072000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047070601,2,-2,1,-2,1,0,-1,-1,1,10,0,2,0
36047070201,-1,-2,-1,-1,0,0,0,-1,1,-1,-1,0,1
36047070000,0,0,0,0,0,0,0,0,0,1,-1,0,-2
36047069800,1,0,0,0,1,0,0,0,0,0,0,0,0
36047069602,0,0,0,0,0,0,0,0,0,0,0,7,0
36047069601,0,0,0,0,0,0,0,0,0,2,0,0,0
36047069200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047069000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047068800,0,9,0,0,0,0,1,0,0,0,0,0,1
36047068600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047068200,0,1,9,-1,0,0,0,4,4,2,0,1,0
36047068000,0,0,0,0,0,0,4,0,0,0,0,0,0
36047067800,0,1,1,0,-1,0,0,0,0,9,1,1,0
36047067600,0,3,0,0,0,0,0,0,0,0,0,0,4
36047067400,-1,0,0,0,0,0,0,0,0,0,0,0,0
36047067200,0,0,0,0,0,0,1,0,0,0,0,0,0
36047067000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047066200,0,1,3,0,0,-1,-3,0,6,0,0,-1,1
36047066000,0,0,0,1,0,0,0,0,0,0,0,0,0
36047065800,3,0,1,0,0,0,3,0,0,0,0,1,0
36047065600,0,0,0,1,0,0,0,0,0,0,0,0,0
36047065400,0,-1,0,0,0,0,0,0,0,0,0,0,0
36047065200,0,0,0,0,-1,0,0,0,0,0,0,0,0
36047065000,0,0,0,0,0,0,0,0,0,0,0,0,1
36047064800,1,-1,0,0,-1,0,0,-1,-2,0,0,-3,0
36047064600,0,-1,-1,0,0,0,0,0,0,0,1,0,0
36047064400,0,1,-1,0,-1,0,0,0,0,0,0,19,0
36047064200,0,0,0,47,-2,0,0,0,29,0,0,0,-2
36047064000,-1,0,0,0,0,0,0,0,0,0,0,0,0
36047063800,0,0,0,0,0,1,0,0,0,0,0,0,0
36047063600,0,0,0,0,0,0,0,0,0,1,0,0,0
36047063200,0,8,0,0,0,0,0,0,0,0,0,-1,9
36047062600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047062200,4,30,11,1,-1,-2,-1,-23,-6,0,23,0,1
36047062000,3,0,5,-1,-1,-1,-2,0,1,-2,6,0,-1
36047061600,-2,-5,4,-1,-1,1,0,-2,-2,-2,0,-3,3
36047061200,2,-1,-1,-25,2,25,-1,6,-1,-1,-3,-1,-2
36047061004,0,0,1,0,-5,1,48,4,0,12,0,-5,-2
36047061003,-1,0,1,0,0,0,78,0,0,0,0,0,0
36047061002,0,1,0,0,62,1,0,0,1,1,0,0,0
36047060800,0,0,0,42,9,0,-5,57,11,1,0,27,18
36047060600,0,4,-2,0,0,-1,5,234,3,2,0,12,0
36047060000,3,3,4,8,-2,50,5,26,15,11,-3,10,0
36047059800,0,0,0,0,0,0,0,0,0,0,0,0,0
36047059600,0,6,1,0,0,0,0,0,0,0,0,0,0
36047059404,-7,2,5,1,0,0,0,0,0,1,1,0,-1
36047059403,10,0,1,1,0,1,0,0,0,2,0,60,1
36047059402,0,0,-2,0,-1,9,1,4,0,1,1,0,1
36047059300,0,2,0,0,0,2,21,-1,16,0,7,0,-1
36047059200,10,0,-3,-1,0,1,0,27,0,0,2,28,0
36047059100,8,6,0,29,0,0,-1,26,-1,0,0,-1,11
36047059000,2,0,3,0,3,0,3,-1,1,1,0,-3,6
36047058902,0,0,0,0,0,0,0,0,0,0,0,0,0
36047058901,-1,0,17,0,0,8,-1,-1,6,-2,0,0,9
36047058800,-1,4,6,0,0,-2,9,0,1,7,10,0,1
36047058600,0,0,0,1,0,1,0,2,-1,0,0,0,1
36047058400,0,2,0,0,0,1,-1,0,0,-1,0,0,-1
36047058200,0,1,0,1,5,0,0,-2,14,4,1,0,0
36047058000,0,0,0,0,0,12,0,-2,0,-1,0,-2,0
36047057902,0,0,0,0,0,0,0,0,0,-1,0,0,0
36047057901,8,0,0,22,0,0,43,25,14,8,6,0,16
36047057800,-1,-2,0,1,1,-6,-2,53,29,29,0,33,-5
36047057600,0,0,0,0,0,0,0,0,0,2,1,0,0
36047057500,65,56,14,6,73,23,0,5,271,42,101,12,29
36047057400,0,1,0,0,0,1,0,0,0,0,0,0,0
36047057300,17,0,0,23,18,2,-1,-2,-2,-2,3,-1,24
36047057200,0,0,0,0,0,0,0,0,0,0,0,0,0
36047057100,32,1,8,6,8,8,-5,9,2,1,23,26,-6
36047057000,0,0,0,0,0,0,0,-2,0,9,2,0,0
36047056900,5,6,6,-2,1,-2,-2,28,13,54,5,0,4
36047056800,0,1,0,0,-1,-1,0,0,0,12,0,0,1
36047056600,0,2,0,0,0,0,0,0,0,0,2,0,0
36047056500,108,-1,49,12,11,-1,14,82,7,6,10,-5,95
36047056400,0,0,0,0,0,0,0,0,0,0,1,0,0
36047056302,0,0,0,0,210,0,191,103,949,0,421,0,1163
36047056301,0,7,8,50,-4,12,31,34,8,22,18,70,24
36047056200,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0
36047056100,8,1,0,-2,1,4,10,93,4,1,0,212,31
36047056000,1,-3,0,-2,2,0,6,21,29,0,105,-1,0
36047055800,3,-2,14,0,1,0,0,0,0,2,-1,6,5
36047055700,186,62,-1,38,-4,-2,36,0,0,47,0,0,1
36047055600,-1,2,-1,-4,-2,-1,-1,-1,0,0,1,-1,0
36047055500,1577,188,28,286,95,599,183,536,93,-16,104,-2,14
36047055400,9,0,0,0,8,-1,-2,35,4,-2,-2,43,0
36047055300,3,94,101,9,91,9,5,-3,0,5,49,-5,7
36047055200,0,12,0,0,10,1,0,0,-4,0,47,22,1
36047055100,29,42,35,33,8,8,7,555,127,365,0,-1,2
36047055000,18,12,12,-3,-6,-10,15,37,61,11,48,1,83
36047054900,54,163,172,275,37,8,87,26,55,257,42,-1,0
36047054800,51,0,0,0,0,0,0,0,-1,0,0,0,-1
36047054700,68,0,2,9,0,159,216,172,41,622,1,0,0
36047054600,25,9,3,14,-8,10,7,125,46,-7,5,79,52
36047054500,0,0,0,0,0,0,0,0,0,0,0,0,0
36047054400,0,-3,-1,10,2,0,0,0,0,0,-1,22,0
36047054300,0,0,0,0,0,0,-6,-1,0,0,0,-1,0
36047054200,2,5,0,0,0,0,0,0,0,0,0,0,0
36047053900,0,0,0,0,0,0,0,0,0,0,0,0,0
36047053800,7,6,0,4,9,12,-4,82,0,63,42,27,34
36047053700,11,0,0,10,0,2,99,-1,0,1,10,0,0
36047053500,0,0,4,0,1,0,12,4,-3,0,4,-1,12
36047053400,0,0,0,0,0,0,0,0,0,0,0,0,7
36047053300,1,6,0,0,1,0,11,-1,6,0,4,-6,0
36047053200,0,0,0,-1,0,-1,-1,11,0,0,0,0,0
36047053102,83,67,11,8,4,22,16,6,24,19,0,1,0
36047053101,30,28,14,0,2,-7,1,-3,2,1,3,-2,0
36047053000,4,0,0,0,-2,1,-1,0,0,0,-2,-1,0
36047052900,1,-3,0,12,0,-15,3,-1,0,0,29,-2,1
36047052800,0,0,0,0,0,0,0,0,0,0,0,0,0
36047052700,4,32,2,6,47,31,20,0,9,36,16,69,0
36047052600,0,0,0,14,1,0,-2,0,-1,0,0,0,62
36047052500,6,2,-5,0,0,0,95,0,34,0,177,0,0
36047052300,45,0,2,18,5,10,13,38,8,8,14,8,0
36047052000,0,0,2,0,0,1,0,0,0,0,0,0,-4
36047051900,76,67,346,92,250,346,141,8,6,79,39,150,55
