centract2020,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022
36047051800,19,0,0,0,-4,-2,33,0,12,48,-4,0,0
36047051700,12,81,15,351,62,14,-2,59,49,15,0,-2,44
36047051602,4,0,1,0,0,0,-2,0,-3,15,0,1,0
36047051601,0,0,0,0,-1,0,8,0,25,-4,0,12,0
36047051500,23,109,1,153,188,55,69,10,-3,-2,17,3,3
36047051400,17,0,0,-1,0,8,0,2,38,0,72,0,0
36047051300,128,5,112,67,65,-2,33,79,379,95,38,58,45
36047051200,0,0,0,0,0,0,0,0,0,0,0,77,-1
36047051100,21,-6,75,102,15,67,10,0,5,13,29,6,65
36047051002,0,0,8,0,0,-2,-5,0,75,33,2,108,0
36047051001,-2,0,4,0,0,0,4,0,0,0,2,11,18
36047050900,0,4,1,83,0,-2,108,3,148,2,3,3,11
36047050804,0,53,0,0,122,0,0,131,0,1,0,5,2
36047050803,1,0,0,15,0,-4,0,23,0,24,0,257,0
36047050801,0,0,0,0,0,0,0,0,43,0,0,18,0
36047050700,35,-1,0,14,17,15,34,6,72,71,51,-3,157
36047050600,0,0,0,0,-1,0,3,0,0,-4,-2,15,0
36047050500,32,58,24,21,57,14,25,92,8,33,10,4,55
36047050402,0,0,0,0,0,-1,-2,-1,0,12,0,3,1
36047050401,0,0,-1,0,126,73,0,0,0,-3,0,0,0
36047050300,28,14,0,19,40,47,0,-3,0,8,19,20,9
36047050202,0,9,-1,0,0,0,0,-2,0,-1,1,0,-2
36047050100,18,14,14,0,75,8,-8,38,2,49,8,1,10
36047050002,0,0,-1,1,0,26,0,-1,0,0,0,0,0
36047050001,0,0,0,0,6,0,0,0,0,5,0,12,-2
36047049900,64,0,9,-1,10,-3,49,59,23,1,103,14,42
36047049800,0,1,1,0,0,0,0,0,0,-2,-2,0,6
36047049700,31,94,0,15,4,0,-1,137,8,2,38,24,10
36047049600,1,0,0,0,0,0,1,-2,1,0,1,0,0
36047049500,8,3,67,0,4,9,68,41,75,8,8,8,4
36047049400,4,-1,0,0,1,0,13,1,0,14,1,2,0
36047049302,42,72,37,24,0,5,14,41,7,69,138,-2,6
36047049301,0,0,0,0,0,0,0,0,0,0,0,0,0
36047049200,0,0,1,1,0,-8,-3,-4,0,-8,12,6,5
36047049100,8,9,8,0,10,3,26,2,45,21,0,71,10
36047049000,0,0,3,0,0,20,0,1,-2,0,-1,0,0
36047048900,0,0,0,0,0,0,0,0,0,0,0,0,0
36047048800,0,0,0,0,0,-2,0,2,0,0,0,0,0
36047048600,-1,0,0,0,0,1,1,-3,0,0,0,-1,0
36047048500,-2,0,0,40,0,0,27,0,18,26,0,2,1
36047048400,0,7,3,0,1,-2,6,60,-1,0,0,35,0
36047048200,-6,-3,0,0,-2,6,-5,0,56,63,43,23,0
36047048100,25,16,22,16,14,-3,13,94,11,50,78,5,-4
36047048000,12,-3,-1,0,1,0,-2,-1,12,0,0,0,-1
36047047800,0,8,-5,-4,-1,3,13,1,13,24,-1,-2,1
36047047700,147,53,1,40,14,176,13,32,27,49,20,3,15
36047047600,0,5,5,2,0,0,1,-3,1,19,1,-1,-1
36047047400,-1,2,-5,0,-2,-6,-2,3,1,3,1,1,0
36047047200,1,3,0,2,-3,0,3,8,-3,-5,-1,0,-3
36047047000,2,-1,0,-1,-4,5,-1,1,2,0,30,0,-1
36047046800,17,3,-2,0,-1,12,0,-3,-4,0,3,20,-2
36047046400,-2,-1,3,0,-3,0,0,4,5,-1,164,-4,1
36047046202,-3,1,1,0,-1,0,0,0,0,0,0,-2,0
36047046201,0,0,-1,0,15,0,-1,0,1,0,0,0,-5
36047046000,0,-1,1,0,0,0,0,12,1,0,0,0,38
36047045800,-1,4,0,0,-1,0,0,-2,-3,0,1,-3,-1
36047045600,1,1,0,0,-1,-1,-1,1,-1,-2,0,-1,2
36047045400,0,0,-2,0,0,1,0,0,0,-2,0,-2,0
36047045300,0,0,0,-7,-6,-1,-2,27,0,0,0,14,0
36047045200,0,-4,1,-1,-1,-3,-2,2,-2,1,-2,0,-4
36047045000,0,0,0,0,0,0,0,-1,0,0,-3,0,0
36047044902,0,0,0,0,0,0,6,0,0,0,0,0,0
36047044901,0,0,0,0,1,0,0,0,0,0,0,0,0
36047044800,-3,-2,0,19,0,0,0,-2,0,0,10,12,0
36047044700,0,0,0,0,2,1,0,-3,5,0,9,-1,24
36047044600,0,0,0,0,0,-1,0,0,0,1,1,18,0
36047044500,6,0,4,0,0,14,60,16,0,9,28,-1,10
36047044400,1,-2,-1,0,-2,0,5,0,0,-2,-1,2,-3
36047044300,57,-2,0,-2,1,8,-8,6,81,23,41,-2,19
36047044200,-2,1,0,-3,0,1,-1,2,1,0,4,-1,-2
36047044100,0,0,0,1,0,9,-2,17,8,22,0,68,3
36047044000,4,-2,0,0,0,-3,-1,4,12,0,0,0,-1
36047043900,6,0,0,0,0,3,16,24,35,8,14,12,137
36047043800,33,0,1,0,-1,-1,0,-1,0,0,47,0,0
36047043700,61,0,3,4,41,19,-2,17,42,31,15,2,16
36047043600,1,0,0,1,0,0,0,0,0,0,0,0,-1
36047043500,8,5,0,0,0,-2,0,17,12,24,17,2,18
36047043400,16,0,0,6,1,0,24,0,75,0,0,0,0
36047043300,3,0,21,4,0,0,10,3,13,8,23,40,0
36047043200,34,3,-1,2,0,0,2,0,6,0,0,1,-1
36047043100,-1,0,-2,0,33,0,15,19,1,5,0,3,51
36047043000,10,0,0,0,0,0,0,0,0,0,0,0,0
36047042900,0,50,-2,12,60,5,-7,3,-1,3,91,14,7
36047042800,0,1,0,0,-4,0,0,0,19,0,0,0,62
36047042700,21,41,25,32,-3,9,17,21,37,5,0,9,3
36047042600,-3,0,0,1,0,-3,0,-1,0,30,0,26,4
36047042500,41,1,1,4,0,8,-9,20,16,15,25,16,0
36047042400,37,-1,0,16,1,-2,0,0,0,0,0,0,0
36047042300,37,12,0,2,11,33,37,71,42,47,24,66,4
36047042200,1,-3,-2,-1,1,0,1,0,-2,24,-2,2,1
36047042100,6,16,17,0,4,9,33,60,62,27,16,7,17
36047042000,-1,-1,-2,1,1,2,0,-1,-1,0,0,0,-1
36047041900,3,0,9,8,-3,11,9,12,13,25,35,0,15
36047041800,-2,1,0,0,0,0,-2,0,0,0,0,1,-1
36047041700,-1,4,0,-1,3,10,1,0,5,15,76,16,0
36047041600,0,0,-2,2,-3,0,-1,0,1,0,0,1,-5
36047041500,3,6,0,1,-8,10,5,-2,1,33,13,45,33
36047041402,-2,0,1,0,-1,0,-3,-2,-3,1,1,2,0
36047041401,1,-1,0,-3,-1,-9,1,-1,-2,-2,0,-1,-1
36047041300,0,2,2,-2,0,26,15,4,8,9,12,0,6
36047041200,24,10,1,0,0,-3,-1,0,0,0,-1,0,51
36047041100,-3,2,0,1,4,8,15,11,5,-4,9,14,24
36047041000,0,-3,0,1,0,0,-1,1,0,0,0,0,2
36047040900,8,-2,7,0,0,0,29,-2,10,0,3,1,-1
36047040800,0,0,0,0,0,0,0,0,1,0,0,0,0
36047040700,0,0,0,0,0,0,0,0,0,0,0,0,0
36047040600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047040500,1,0,4,-1,14,0,0,57,18,0,0,4,1
36047040400,1,25,-2,0,6,0,0,0,0,16,0,0,-1
36047040300,87,4,0,27,0,17,1,22,19,15,51,20,2
36047040200,0,20,0,2,0,0,2,-1,1,0,0,-1,2
36047040100,1,4,2,0,8,6,9,1,35,44,9,6,0
36047040000,-1,0,0,2,0,0,0,0,0,0,1,0,5
36047039900,0,-34,0,0,0,3,-4,17,11,6,17,38,-3
36047039800,0,0,0,0,0,0,0,1,0,-1,0,0,0
36047039700,-1,0,4,28,1,2,21,55,41,18,21,1,9
36047039600,-3,28,0,1,2,0,1,-4,0,-3,0,-1,0
36047039500,3,1,5,3,18,110,33,25,106,223,4,54,29
36047039400,0,-7,-3,-1,-3,-2,-4,-3,-4,1,2,-4,-1
36047039300,52,3,44,127,0,68,26,21,5,58,60,14,76
36047039200,2,0,1,-1,0,0,-2,0,0,-1,1,-2,-4
36047039100,58,146,-1,38,60,23,44,3,1049,660,18,16,0
36047039000,1,0,0,1,-1,0,-1,-2,-2,-2,-3,0,-2
36047038900,15,5,-2,-6,4,14,57,143,17,-2,88,32,26
36047038800,-1,-3,-3,0,1,-1,0,-3,0,-2,-1,-1,0
36047038700,0,1,1,0,52,-7,55,128,111,103,9,42,67
36047038600,0,12,-2,9,0,-2,6,1,0,1,0,0,-1
36047038500,3,0,4,0,4,20,-5,16,24,51,6,11,30
36047038300,2,0,-2,4,3,0,11,11,5,25,39,17,24
36047038200,7,-1,-1,0,1,3,0,-2,2,-1,0,8,2
36047038100,33,5,1,26,5,12,10,16,17,7,0,10,0
36047037900,0,0,-2,2,6,5,0,-1,-3,0,50,12,0
36047037700,20,1,-4,0,-11,0,19,3,11,7,-3,0,4
36047037500,3,17,38,6,-2,3,73,113,38,12,6,24,12
36047037402,0,0,0,21,21,0,12,0,0,0,0,0,0
36047037401,0,1,0,16,0,0,0,0,0,0,0,0,2
36047037300,0,-2,1,-1,6,0,24,142,0,2,4,11,0
36047037100,0,-1,4,0,-1,-1,6,7,12,8,9,23,10
36047037000,0,2,0,0,-1,6,0,0,1,0,0,0,0
36047036900,3,62,3,7,48,1,8,18,38,48,9,44,70
36047036700,0,0,0,0,0,0,0,0,0,21,8,9,4
36047036600,16,-2,18,0,1,-4,0,32,-3,0,0,10,7
36047036502,12,122,-1,63,0,0,0,-3,15,3,74,203,5
36047036501,52,0,0,-3,0,0,4,9,22,0,18,0,4
36047036400,-1,21,-5,2,0,-1,-3,21,17,24,19,12,17
36047036300,2,0,2,3,0,0,158,101,134,15,7,47,8
36047036200,25,-8,63,72,11,6,-7,1,33,32,0,27,2
36047036100,0,18,10,0,0,0,0,0,3,0,0,0,21
36047036002,0,0,0,0,0,0,0,0,0,0,0,0,0
36047036001,0,0,0,0,0,0,0,0,0,0,0,0,0
36047035900,16,3,2,0,0,-2,-7,11,13,11,11,0,-2
36047035702,0,0,0,0,0,0,0,0,0,0,0,0,0
36047035701,0,0,0,0,0,0,0,0,0,7,0,2,0
36047035602,0,0,0,0,0,0,0,0,0,0,112,0,0
36047035601,0,0,0,0,0,0,0,0,0,0,0,0,0
36047035500,0,0,0,0,0,0,0,0,0,4,35,0,-5
36047035400,0,0,0,0,0,0,0,0,0,499,0,0,0
36047035302,0,0,1,2,0,0,-1,-1,-1,0,0,0,0
36047035301,4,3,4,4,0,-1,0,0,0,5,2,0,0
36047035200,-7,0,0,0,0,0,0,0,0,135,0,0,202
36047035102,0,0,0,0,-5,1,0,0,0,0,0,0,0
36047035101,0,-3,-3,0,87,0,2,0,1,0,0,0,0
36047035000,0,0,0,0,0,0,0,0,0,0,0,0,0
36047034902,0,-1,0,0,2,-9,0,98,17,0,0,-4,7
36047034901,0,0,0,0,0,0,0,0,6,5,0,27,21
36047034800,-2,-6,6,-3,-2,10,6,-12,64,106,7,-2,0
36047034700,2,2,72,3,3,0,0,0,7,18,31,62,16
36047034500,0,0,0,-1,0,-3,-1,2,0,11,30,0,6
36047034300,1,1,0,0,0,0,0,0,0,0,0,1,6
36047034200,77,0,0,200,0,0,0,3,0,0,0,0,0
36047034100,0,1,0,0,6,5,6,-1,1,0,22,0,1
36047034000,0,0,0,0,11,0,0,0,0,425,0,0,0
36047033900,1,0,0,6,0,12,0,0,7,0,10,-3,75
36047033702,0,0,0,2,0,0,4,1,0,0,0,0,-4
36047033701,0,0,-2,0,2,42,0,0,0,0,0,-4,0
36047033600,0,3,-1,-9,1,0,3,5,-2,-1,3,-4,0
36047033500,0,0,-4,0,0,0,0,0,0,-1,0,-2,0
36047033300,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1
36047033100,0,0,13,0,-1,0,-4,0,-1,0,8,26,0
36047033000,0,0,0,0,0,0,0,6,0,0,0,200,0
36047032900,0,0,0,0,0,50,0,28,-2,0,-2,1,1
36047032800,0,0,0,0,0,0,0,0,0,0,0,0,0
36047032700,0,1,0,0,0,0,28,51,90,0,0,0,-1
36047032600,0,-3,20,0,-12,9,0,11,-5,0,17,462,0
36047032500,0,0,-2,0,0,-1,0,0,5,12,6,5,10
36047032300,0,0,-2,0,0,-1,0,9,19,8,2,420,0
36047032100,0,0,98,3,0,0,-3,165,0,25,0,60,0
36047031900,1,0,0,3,0,0,1,0,-1,8,6,4,0
36047031702,3,3,7,14,12,51,1,43,6,2,13,0,2
36047031701,8,1,13,1,1,0,3,1,52,12,7,4,4
36047031500,28,2,8,0,2,1,10,-9,6,29,4,5,17
36047031402,0,0,0,0,0,0,0,0,0,0,0,0,0
36047031401,36,10,-10,-2,20,13,0,-2,-9,2,6,3,14
36047031300,0,0,2,6,1,3,0,11,1,3,0,6,5
36047031100,18,0,0,3,3,-3,3,32,7,0,4,33,-1
36047030900,48,0,8,-2,1,-2,66,37,14,8,6,30,7
36047030800,6,-2,7,23,24,4,1,8,0,0,0,3,0
36047030700,0,0,-2,2,107,2,12,21,5,7,3,3,-3
36047030600,6,0,-2,0,-1,-2,-1,0,3,17,6,2,0
36047030500,46,90,331,22,16,14,153,153,22,9,30,59,0
36047030400,21,1,-6,3,0,12,0,1,0,6,-2,0,0
36047030300,72,65,27,2,0,44,80,0,2,5,17,0,1
36047030200,-2,0,11,5,0,0,-2,6,-1,-2,12,0,1
36047030100,1,0,-1,2,0,0,3,25,1,-4,0,19,289
36047030000,11,6,0,0,-1,0,9,-2,6,0,2,0,-1
36047029900,-2,0,2,0,0,5,14,4,123,12,10,29,1
36047029800,0,2,0,1,6,-1,-1,0,0,1,0,0,0
36047029700,1,3,0,2,0,3,0,-1,7,0,0,-4,2
36047029600,3,-2,5,6,-1,9,39,6,-2,-5,3,5,-1
36047029500,4,2,3,0,-5,-4,8,1,15,5,22,-2,3
36047029400,0,4,0,0,0,0,0,0,0,-4,0,0,0
36047029300,2,6,0,0,-3,16,22,0,2,0,19,1,-2
36047029200,0,16,0,-4,15,5,4,0,4,-4,0,4,0
36047029100,0,0,4,3,8,14,22,16,-3,17,7,16,10
36047029000,1,0,-2,0,-3,5,3,0,6,-1,3,4,-2
36047028900,0,21,2,6,8,6,8,14,12,19,18,6,31
36047028800,0,0,0,0,-2,2,-2,6,43,0,1,0,19
36047028700,0,0,9,6,-6,5,38,9,2,15,5,-2,190
36047028600,0,0,0,0,0,0,-2,0,0,0,0,6,-1
36047028502,0,0,0,0,0,0,0,0,0,0,0,0,0
36047028501,0,0,0,6,0,44,0,0,91,13,0,0,0
36047028400,9,1,0,0,2,0,0,7,-1,6,6,0,1
36047028300,13,-2,0,0,1,0,-1,32,35,10,6,20,1
36047028200,10,-1,0,0,1,0,1,-3,-4,-3,32,12,0
36047028100,0,0,93,57,35,0,139,53,11,37,30,0,11
36047028000,1,1,0,0,0,1,0,0,0,2,1,0,0
36047027900,4,2,23,2,1,3,14,12,9,2,9,16,5
36047027800,6,-2,14,9,-3,7,-4,-3,0,1,1,0,0
36047027700,1,0,-2,-1,0,5,7,1,6,7,0,93,8
36047027600,9,0,0,1,0,-2,-2,6,6,0,0,0,0
36047027500,-1,4,1,0,0,13,1,3,2,1,-8,8,0
36047027400,0,0,0,0,1,0,1,1,0,1,0,1,0
36047027300,-1,4,-1,0,0,0,8,43,0,2,22,-2,0
36047027200,0,0,1,0,0,0,-2,36,3,3,-1,0,0
36047027100,-20,101,105,0,0,69,55,20,38,24,72,233,120
36047027000,-4,1,13,-3,0,0,0,0,0,17,1,1,0
36047026900,0,0,1,24,0,28,-1,12,1,8,0,31,3
36047026800,0,0,0,0,0,0,0,0,-2,44,0,0,10
36047026700,1,7,-2,0,4,7,4,3,0,75,1,3,-5
36047026600,7,2,0,0,0,0,-1,-8,0,0,0,0,0
36047026500,34,5,0,0,6,-2,7,65,68,32,7,11,-4
36047026400,0,1,2,-1,1,0,-2,-3,5,0,0,9,0
36047026300,0,2,2,1,6,-4,15,0,9,13,22,0,0
36047026200,1,0,3,2,0,0,8,1,1,3,1,1,0
36047026100,14,-3,28,111,16,8,159,57,56,88,19,21,55
36047026000,0,7,0,0,0,0,0,2,1,-2,0,1,0
36047025902,0,0,0,0,0,0,0,0,0,0,0,0,0
36047025901,0,45,0,0,5,-4,11,-2,0,29,-1,101,8
36047025800,0,0,0,1,2,0,0,-1,10,0,0,1,0
36047025700,8,5,15,5,5,0,12,-6,129,12,89,61,60
36047025600,2,3,1,0,0,2,6,0,1,0,0,-1,7
36047025500,0,0,0,0,0,0,0,0,0,0,0,0,0
36047025400,0,2,0,19,2,0,0,1,0,-1,2,0,0
36047025300,19,1,-3,2,8,2,14,79,0,65,11,1,5
36047025200,10,0,1,1,0,0,6,0,0,0,0,4,0
36047025100,-5,1,8,5,59,38,1,21,7,27,-3,61,-6
36047025000,-1,0,0,0,0,0,0,0,-2,0,0,0,0
36047024900,4,3,5,1,3,8,-3,4,2,6,2,8,1
36047024800,-1,2,1,0,0,1,-1,0,0,0,0,-1,5
36047024700,1,-1,2,3,14,16,12,2,-2,96,11,29,85
36047024600,-2,0,-3,0,0,3,0,-8,-2,-2,0,0,-1
36047024500,0,2,13,7,-1,-1,18,4,8,9,-9,-1,2
36047024400,-1,4,0,2,6,3,0,0,0,-3,-5,10,-6
36047024300,10,17,17,23,3,-4,3,39,16,57,92,23,15
36047024200,0,-2,0,0,3,0,-8,-1,9,-3,62,86,16
36047024100,6,54,64,7,5,33,69,8,104,40,1,3,1
36047024000,1,1,1,-1,4,-6,6,0,0,6,1,-2,2
36047023800,12,15,-1,0,6,14,-8,9,12,2,-2,5,-5
36047023600,7,10,-3,-1,5,-2,-3,-9,16,18,2,15,9
36047023500,31,38,30,13,56,19,165,0,20,6,21,4,32
36047023400,7,3,6,-8,-2,-2,8,14,11,-7,38,8,13
36047023300,28,76,54,63,4,8,4,44,13,24,93,6,-5
36047023200,1,8,-8,12,0,-7,1,6,-1,-3,-5,2,-4
36047023100,18,15,12,8,9,31,96,13,0,44,14,51,56
36047023000,0,-3,0,-1,-1,-1,0,-1,1,-6,0,-4,7
36047022900,110,49,2,1,11,20,34,10,17,1,4,33,38
36047022800,5,36,0,2,0,6,1,0,0,1,7,0,3
36047022700,4,49,6,93,-2,187,87,72,30,53,227,29,67
36047022600,-1,0,0,0,-1,7,21,-4,-2,27,-6,0,0
36047022400,33,10,6,4,-2,-4,0,15,-17,1,-1,17,-8
36047022200,20,10,0,-7,17,15,10,0,6,81,7,0,5
36047022100,10,29,0,3,12,44,12,3,2,17,97,10,0
36047022000,8,7,-2,3,6,6,0,8,9,0,6,-1,6
36047021900,5,0,0,5,64,1,-1,0,186,147,4,6,0
36047021800,-1,0,1,1,-1,-6,0,2,0,-2,0,-2,-1
36047021700,0,48,14,-1,-1,-2,12,16,202,0,3,10,-2
36047021600,21,5,2,5,-10,8,13,11,-2,-3,3,-2,-7
36047021500,6,-6,0,5,77,3,10,2,-2,55,48,26,-1
36047021400,0,-2,1,0,12,-2,6,-5,0,9,0,0,0
36047021300,0,0,0,0,0,0,0,2,-6,0,163,43,1
36047021200,0,2,0,0,-1,1,16,1,-3,0,7,0,1
36047021100,0,101,212,4,0,18,115,16,1,1,0,-1,7
36047021000,5,0,-3,-1,11,4,2,1,0,0,0,-2,0
36047020800,1,-1,0,-3,0,6,1,1,1,0,2,1,0
36047020700,0,8,-1,-1,0,1,-3,-5,0,2,-1,2,4
36047020600,0,0,0,0,0,0,0,0,0,0,0,0,0
36047020500,28,8,1,4,12,10,64,128,0,16,0,3,-1
36047020400,1,1,0,0,0,0,0,0,3,1,0,1,0
36047020300,3,28,0,39,25,17,27,4,20,14,17,110,0
36047020200,0,-1,2,0,0,0,-1,0,0,0,0,2,-2
36047020100,66,42,5,1,11,1,19,-3,2,20,76,-11,-3
36047020000,0,0,0,-1,0,0,-2,-4,0,0,0,0,0
36047019900,5,9,38,17,-4,19,5,66,0,601,1,54,411
36047019800,0,-4,0,0,2,0,-2,0,2,2,-1,1,0
36047019700,1,-1,0,1,-1,0,-15,-1,1,-3,0,1,2
36047019600,2,0,0,0,0,0,4,7,9,1,-2,0,3
36047019500,2,0,9,0,0,0,0,21,-2,7,0,2,0
36047019400,0,13,3,3,-1,0,-2,-2,-2,-1,-1,10,150
36047019300,0,1,52,5,0,110,0,143,116,0,0,0,10
36047019200,-2,12,3,-4,0,3,0,-2,1,1,6,0,-2
36047019100,21,49,97,48,94,59,0,101,1,10,6,-2,11
36047019000,3,2,1,17,3,-2,0,-1,0,1,0,14,22
36047018800,5,0,0,0,0,-5,6,1,0,1,0,0,0
36047018700,24,0,0,0,3,0,1,0,2,0,0,0,6
36047018600,0,0,1,0,0,1,1,1,0,0,0,1,0
36047018501,4,0,0,19,-3,-3,7,5,1,-2,7,7,0
36047018400,0,1,-1,0,0,7,0,0,1,0,-1,0,1
36047018300,15,-2,0,0,-3,23,0,5,-2,0,1,1,-2
36047018200,0,4,0,1,1,3,-2,-2,0,3,0,6,6
36047018100,-11,-1,0,2,-4,0,-7,1,5,26,-3,-11,0
36047018000,0,0,-1,6,0,2,0,-3,0,0,1,12,0
36047017900,0,80,2,0,-4,0,1,14,1,0,0,0,0
36047017800,-1,-1,-1,5,6,0,0,-2,5,-2,0,11,1
36047017700,0,0,0,0,0,0,0,0,0,0,0,0,0
36047017600,0,0,0,2,0,0,0,5,0,0,0,0,1
36047017500,0,0,0,0,0,0,0,0,0,0,0,0,0
36047017400,0,-1,-1,0,0,0,-1,-2,0,17,0,0,0
36047017200,0,0,0,0,2,0,0,-1,2,0,0,2,-2
36047017100,-1,-1,-1,1,-1,1,0,-1,-1,0,-2,0,-3
36047017000,0,1,6,0,0,0,0,1,0,0,-1,-1,12
36047016900,0,0,2,-4,-1,-1,0,-1,-1,-3,0,-5,3
36047016800,4,1,0,0,0,0,1,1,0,0,0,0,0
36047016700,1,-1,-3,-3,-2,-2,0,-3,-1,0,-1,-1,-5
36047016600,-1,-2,-2,2,0,0,3,0,0,0,0,0,0
36047016500,0,-3,-4,15,-2,0,-4,-1,-1,-2,-3,-69,-8
36047016400,0,0,0,0,0,0,0,0,0,0,0,0,0
36047016300,-24,-1,0,1,-1,0,279,298,0,0,-5,0,3
36047016200,0,3,0,0,1,0,0,0,0,21,0,-1,0
36047016100,0,4,-2,0,-1,-3,88,-1,-2,0,-1,310,0
36047016000,8,0,-1,0,0,0,0,1,1,0,0,0,0
36047015900,-9,1,1,-1,0,0,-2,4,-2,-2,-2,-4,-1
36047015700,0,1,0,-1,-2,-1,0,0,28,0,-4,0,-1
36047015500,-2,0,-3,-3,-5,0,-1,-7,-2,0,-3,-1,-1
36047015400,0,0,0,0,0,0,0,0,0,0,0,0,0
36047015300,0,-1,-1,-2,-1,-1,-17,-5,-2,-2,2,0,-3
36047015200,0,1,3,4,0,0,0,0,-2,4,1,6,0
36047015100,15,1,0,-5,0,-8,-5,0,2,-1,-4,-2,13
36047015000,0,-1,0,0,-1,-5,0,0,-1,1,0,0,0
36047014902,62,0,1,1,26,2,-4,1,-4,0,-1,0,0
36047014901,0,-2,0,0,0,-1,-1,0,3,0,8,0,-1
36047014800,0,0,0,0,-2,0,0,0,1,0,0,0,0
36047014700,21,0,10,3,-3,12,-3,9,22,0,24,9,6
36047014500,19,12,1,8,15,-1,12,-8,2,17,27,19,44
36047014300,6,13,5,29,-1,-26,-15,64,91,5,73,9,0
36047014200,0,-1,0,0,2,0,0,0,0,0,0,0,0
36047014102,55,39,31,0,32,4,-32,4,3,0,214,-2,6
36047014101,0,23,3,5,1,0,1,-2,5,-1,160,0,-2
36047014000,0,1,-1,-2,0,6,0,0,0,-1,0,1,0
36047013900,-1,3,0,6,-3,12,1,-1,8,1,-3,69,4
36047013800,0,1,0,0,-1,0,0,0,0,2,0,0,0
36047013700,-3,8,2,101,63,0,0,0,7,-2,-1,2,0
36047013600,0,0,0,1,0,0,0,0,1,0,0,0,7
36047013500,0,2,-2,0,0,1,0,-1,-1,-1,0,0,-2
36047013400,-2,0,0,3,2,0,1,-1,0,1,0,0,0
36047013300,73,15,0,0,0,-13,9,52,69,8,10,-6,50
36047013200,3,1,0,2,0,0,0,0,0,0,0,1,1
36047013100,0,0,0,2,11,3,-1,7,-8,0,-11,8,21
36047013000,0,0,4,0,0,0,-1,0,0,0,0,0,0
36047012902,-98,-1,0,-1,-1,15,365,303,64,0,-2,858,-1
36047012901,9,0,4,6,5,-32,0,44,0,0,0,-1,-1
36047012801,1,0,0,1,0,0,0,0,0,0,0,-2,0
36047012700,0,95,-8,0,84,0,70,58,-5,-2,31,-5,107
36047012600,0,0,0,0,0,0,0,6,0,0,0,0,0
36047012200,4,8,3,0,1,1,3,0,8,-2,0,2,78
36047012100,7,26,27,51,-18,0,3,107,0,0,39,-1,0
36047012000,-1,0,0,-3,0,0,0,-1,-1,-2,0,0,0
36047011902,0,0,0,0,0,0,0,0,0,0,0,0,0
